date,p,n
2026-07-08,0.27,
2026-07-15,0.27,
2026-07-22,0.26,
2026-07-28,0.31,
2026-08-05,0.175,
2026-08-12,0.165,
2026-08-19,0.215,
2026-08-26,0.215,
2026-09-02,0.17,
2026-09-09,0.085,
2026-09-16,0.16,
2026-09-23,0.105,
2026-09-24,0.105,31155
2026-09-25,0.165,37810.44
2026-09-26,0.17,37889.24
