date,p,n
2026-07-22,0.265,
2026-07-29,0.265,
2026-08-03,0.28,
2026-08-12,0.18,
2026-08-19,0.18,
2026-08-26,0.165,
2026-09-02,0.18,
2026-09-09,0.175,
2026-09-16,0.16,
2026-09-23,0.15,
2026-09-24,0.155,4710
