date,p,n
2026-07-15,0.16,
2026-07-22,0.22,
2026-07-28,0.135,
2026-08-05,0.18,
2026-08-12,0.155,
2026-08-19,0.14,
2026-08-26,0.14,
2026-09-02,0.145,
2026-09-09,0.065,
2026-09-16,0.12,
2026-09-23,0.08,
2026-09-24,0.07,5206
2026-09-25,0.07,5209.24
2026-09-26,0.07,5216.66
